event_id,fetched_at,published_at,source,feed_url,event_type,title,summary,link,matched_keywords,impact_score,impact_level,impact_note,ml_score,ml_bucket_label,ml_model_version,ml_scored_at,ml_class_probs
1451,2026-03-26T18:02:50.219216+08:00,2026-03-26T08:29:51+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,美国与伊朗就会谈发生争执，特习将于五月举行峰会 |欧洲黎明 2026 年 3 月 26 日,Bloomberg News Image Bloomberg Daybreak Europe 是您保持领先的重要晨间观看内容。在今天的节目中，美国总统特朗普坚称伊朗正在谈判并迫切希望达成协议以结束战争，尽管德黑兰公开拒绝华盛顿的外展并提出了自己的条件。特朗普总统将前往中国与特朗普总统举行峰会,https://www.bloomberg.com/news/videos/2026-03-26/daybreak-europe-3-26-2026-video,talks,7,中,利好词命中2个,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T18:03:08.468513+08:00,"{""大幅利好黄金"": 0.25089, ""小幅利好黄金"": 0.249163, ""小幅利空黄金"": 0.249412, ""大幅利空黄金"": 0.250535}"
1452,2026-03-26T18:02:50.219216+08:00,2026-03-26T08:29:00+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,随着政府谈判的进行，丹麦央行警告风险,"Bloomberg News Image Denmark’s central bank warned the domestic economy could take a significant hit if the conflict in the Middle East drags on, urging caution on public spending as government negotiations get underway. 发布时间: 2026-03-26T16:29:00+08:00 作者: Sanne Wass Denmark’s central bank warned the domestic economy could take a significant hit if the confl",https://www.bloomberg.com/news/articles/2026-03-26/danish-central-bank-flags-risks-as-government-talks-get-underway,"talks,negotiation",5,中,利好词命中1个；低可信表态词命中1个,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T18:03:08.468513+08:00,"{""大幅利好黄金"": 0.250937, ""小幅利好黄金"": 0.249093, ""小幅利空黄金"": 0.249426, ""大幅利空黄金"": 0.250544}"
1449,2026-03-26T16:32:50.213085+08:00,2026-03-26T08:05:24+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,"<b>国外</b><br/><span class=""section-news"">1. 多家机构上调美国经济衰退概率。</span><br/><span class=""section-news"">2. 瑞银：当前只是黄金长期上涨轨迹中...",国外 1. 多家机构上调美国经济衰退概率。 2. 瑞银：当前只是黄金长期上涨轨迹中的回调。 3. 道明证券：此次油价波动不太可能促使美联储采取激进的政策应对措施。 4. 澳大利亚国民银行：通胀虽趋缓，料难阻澳洲联储5月加息25个基点。 5. 麦格理：美伊局势可能进入“边谈判边战斗”的第三阶段。 国内 1. 华西证券：黄金新一轮行情启动，或要等到美联储降息预期重启。 2. 华泰证券：欧洲及东南亚有望成为电动车渗透率提升的核心增量来源。 3. 中信证券：新能源行业有望迎来戴维斯双击。 4. 中信建投：证券板块三重边际向好，2026年业绩超预期可期。 5. 国泰海通：油价刺激海外新能源汽车需求，看好自主品牌出海。 6. 东方证券：中国资产具有三重“安全溢价”，依然看好其投资机会。,,谈判,4,低,利好词命中1个；利空词命中1个；低可信表态词命中1个,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T16:33:11.524601+08:00,"{""大幅利好黄金"": 0.250802, ""小幅利好黄金"": 0.249252, ""小幅利空黄金"": 0.249433, ""大幅利空黄金"": 0.250512}"
1448,2026-03-26T16:32:50.213085+08:00,2026-03-26T07:40:09+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,美国和伊朗在谈判问题上发生争执；股市下跌，石油上涨|中东和非洲地平线 2026 年 3 月 26 日,彭博社新闻 图片 白宫表示，尽管德黑兰公开拒绝美国的提议以及自己提出的结束冲突的条件，但与伊朗的和平谈判仍在进行中。伊朗正在寻求保证，包括美国和以色列不会恢复袭击、战争损失赔偿以及承认其对霍尔木兹海峡的主权。也在 s,https://www.bloomberg.com/news/videos/2026-03-26/horizons-middle-east-africa-3-26-2026-video,"ceasefire,talks",2,低,利空词命中2个；地缘紧张升级，降分,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T16:33:11.524601+08:00,"{""大幅利好黄金"": 0.250876, ""小幅利好黄金"": 0.249188, ""小幅利空黄金"": 0.249403, ""大幅利空黄金"": 0.250534}"
1446,2026-03-26T14:32:50.223435+08:00,2026-03-26T05:36:56+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,美国和伊朗就谈判争论不休，看不到尽头,"Bloomberg News Image The White House insisted that peace talks with Iran are ongoing, even as Tehran publicly rejected US overtures and issued fresh conditions of its own to end the conflict that’s wreaked havoc across the Middle East and global markets. (Source: Bloomberg) 发布时间: 2026-03-26T13:36:56+08:00 作者: Bloomberg News",https://www.bloomberg.com/news/videos/2026-03-26/us-and-iran-wrangle-over-talks-no-end-in-sight-video,talks,6,中,利好词命中1个,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T14:33:04.308468+08:00,"{""大幅利好黄金"": 0.250728, ""小幅利好黄金"": 0.249371, ""小幅利空黄金"": 0.249509, ""大幅利空黄金"": 0.250392}"
1444,2026-03-26T14:02:50.206159+08:00,2026-03-26T05:35:24+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,产能损毁固化远期溢价，谈判仍难平抑原油上冲风险——今日原油需要关注的3个重点,,,谈判,5,中,未命中明显风险词，按基础分,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T14:03:06.233146+08:00,"{""大幅利好黄金"": 0.250924, ""小幅利好黄金"": 0.249206, ""小幅利空黄金"": 0.249376, ""大幅利空黄金"": 0.250494}"
1441,2026-03-26T13:02:50.192455+08:00,2026-03-26T04:33:34+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,特朗普被曝希望“快速”结束对伊朗战争,美国《华尔街日报》25日报道，美国总统特朗普近日向其顾问表示，他希望“快速”结束对伊朗战争，力争“在未来数周”终结战事。报道援引知情人士的话说：“战事持续近一个月之际，总统私下告知其顾问，他认为战事已进入收尾阶段，敦促顾问们遵照他（开战时）公开提出的（战事持续）4至6周时间表。”报道说，特朗普曾向一名顾问表示，这场战争干扰了他推进其他优先事项。另一名近期与特朗普交谈过的人士说，特朗普似乎准备转向下一个重大挑战，但他并未说明具体内容。报道写道：“问题在于，特朗普在结束战争方面并无轻松选项，和平谈判尚处于初期阶段。在与外部政治盟友的讨论中，他的注意力不时会转向其他议题，包括即将到来的中期选举、决定向机场派遣移民执法人员及推动国会进行收紧选民资格立法等。”(新华社),https://news.10jqka.com.cn/20260326/c675558152.shtml,谈判,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T13:03:02.027279+08:00,"{""大幅利好黄金"": 0.258065, ""小幅利好黄金"": 0.242728, ""小幅利空黄金"": 0.244269, ""大幅利空黄金"": 0.254938}"
1439,2026-03-26T12:32:44.710194+08:00,2026-03-26T04:14:16+00:00,格隆汇快讯-7x24小时市场快讯-财经市场热点,http://rss.jintiankansha.me/rss/GM4DANRYHB6GCZBQMM2GCYJTHFQTON3CGY4TKNJRMJSGEZBWMM2TAM3GG44TQMBZMI2TOYLBGQ3A====,political,埃及外长高度赞赏中国为推动停火止战发挥的作用,格隆汇3月26日｜据央视新闻，埃及外长阿卜杜勒阿提本月25日表示，埃及正就中东局势与地区国家保持沟通，埃方高度赞赏中方为推动停火止战发挥的积极作用。,https://www.gelonghui.com/live/2368260,停火,7,中,利好词命中1个；地缘缓和信号，升分,5.51,大幅利好黄金,ml-cls-manual-20260326T123158.451023+0800,2026-03-26T12:32:56.575480+08:00,"{""大幅利好黄金"": 0.257693, ""小幅利好黄金"": 0.242892, ""小幅利空黄金"": 0.244558, ""大幅利空黄金"": 0.254858}"
1440,2026-03-26T13:02:50.192455+08:00,2026-03-26T04:01:13+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,"美方刚向伊朗抛出15项苛刻条款的停火方案，转头就往中东增兵，特朗普到底想打还是想谈？看懂这篇文章，你就知道接下来一周要盯什么。<font class=""important-tex...",美方刚向伊朗抛出15项苛刻条款的停火方案，转头就往中东增兵，特朗普到底想打还是想谈？看懂这篇文章，你就知道接下来一周要盯什么。,,停火,7,中,利好词命中1个；地缘缓和信号，升分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T13:03:02.027279+08:00,"{""大幅利好黄金"": 0.258127, ""小幅利好黄金"": 0.242679, ""小幅利空黄金"": 0.244345, ""大幅利空黄金"": 0.254849}"
1443,2026-03-26T14:02:50.206159+08:00,2026-03-26T03:59:42+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,亚洲股市承压美伊停火谈判|亚洲贸易 2026 年 3 月 26 日,"Bloomberg News Image ""Bloomberg: The Asia Trade"" brings you everything you need to know to get ahead as the trading day begins in Asia. Bloomberg TV is live from Tokyo and Sydney with Shery Ahn and Haidi Stroud-Watts, getting insight and analysis from newsmakers and industry leaders on the biggest stories shaping global markets. (Source: Bloomberg) 发布时间: 202",https://www.bloomberg.com/news/videos/2026-03-26/the-asia-trade-3-26-2026-video,"ceasefire,talks",7,中,利好词命中1个；地缘缓和信号，升分,5.5,大幅利好黄金,ml-cls-manual-20260326T133709.521059+0800,2026-03-26T14:03:06.233146+08:00,"{""大幅利好黄金"": 0.250666, ""小幅利好黄金"": 0.249309, ""小幅利空黄金"": 0.249447, ""大幅利空黄金"": 0.250579}"
1438,2026-03-26T12:32:00.723875+08:00,2026-03-26T03:28:23+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,美媒称伊朗议长和外长暂被移出美以清除名单,据美国《华尔街日报》25日援引美国官员的话报道，伊朗伊斯兰议会议长卡利巴夫和外交部长阿拉格齐已暂时被移除出美国和以色列的清除名单。报道写道：“随着（美国总统）特朗普为结束战争打开高层谈判之门，伊朗议长卡利巴夫和外长阿拉格齐已被移除出目标名单，时限为期4到5天。”（新华社）,https://news.10jqka.com.cn/20260326/c675557435.shtml,"谈判,外交",5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123158.451023+0800,2026-03-26T12:32:26.634558+08:00,"{""大幅利好黄金"": 0.257581, ""小幅利好黄金"": 0.242901, ""小幅利空黄金"": 0.244708, ""大幅利空黄金"": 0.25481}"
1436,2026-03-26T12:32:00.723875+08:00,2026-03-26T03:21:14+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,导弹还在飞，布油保持在100美元上方运行，伊朗已正式将高油价视为抗衡西方外交压力的核心政治筹码；从伊拉克先导停产到沙特全线失守，海湾国家每日蒸发950万桶原...,导弹还在飞，布油保持在100美元上方运行，伊朗已正式将高油价视为抗衡西方外交压力的核心政治筹码；从伊拉克先导停产到沙特全线失守，海湾国家每日蒸发950万桶原油。,https://xnews.jin10.com/details/214586,外交,3,低,利空词命中1个；地缘紧张升级，降分,5.51,大幅利好黄金,ml-cls-manual-20260326T123158.451023+0800,2026-03-26T12:32:26.634558+08:00,"{""大幅利好黄金"": 0.257761, ""小幅利好黄金"": 0.24292, ""小幅利空黄金"": 0.244596, ""大幅利空黄金"": 0.254723}"
1437,2026-03-26T12:32:00.723875+08:00,2026-03-26T03:10:14+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,特朗普被曝私下告诉顾问，伊朗战争已进入尾声，并要求数周内停火。他抱怨战争分散施政重心，在战与和之间摇摆不定，而军方则不满停火，主张彻底取胜。点击查看.....,特朗普被曝私下告诉顾问，伊朗战争已进入尾声，并要求数周内停火。他抱怨战争分散施政重心，在战与和之间摇摆不定，而军方则不满停火，主张彻底取胜。点击查看...,https://xnews.jin10.com/details/214585,停火,7,中,利好词命中1个；地缘缓和信号，升分,5.51,大幅利好黄金,ml-cls-manual-20260326T123158.451023+0800,2026-03-26T12:32:26.634558+08:00,"{""大幅利好黄金"": 0.257714, ""小幅利好黄金"": 0.24287, ""小幅利空黄金"": 0.244635, ""大幅利空黄金"": 0.254781}"
1435,2026-03-26T10:54:59.257807+08:00,2026-03-26T02:30:00+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,基建损毁锁死产能复苏上限，谈判难撼原油长期溢价,,,谈判,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258168, ""小幅利好黄金"": 0.242524, ""小幅利空黄金"": 0.244344, ""大幅利空黄金"": 0.254965}"
1430,2026-03-26T10:54:59.257807+08:00,2026-03-26T02:00:23+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,political,前顾问：日本应派遣船只保护霍尔木兹海峡,"Bloomberg News Image Japan should consider sending warships to help jointly secure the Strait of Hormuz with other nations and protect both its own vessels and those of other nations — even before a ceasefire, according to a former top national security adviser. Akihisa Nagashima speaks with Bloomberg News' Yoshiaki Nohara in Tokyo. (Source: Bloomberg) 发布时间:",https://www.bloomberg.com/news/videos/2026-03-26/ex-adviser-japan-should-send-ships-to-secure-hormuz-video,ceasefire,7,中,利好词命中1个；地缘缓和信号，升分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258237, ""小幅利好黄金"": 0.242497, ""小幅利空黄金"": 0.244336, ""大幅利空黄金"": 0.254929}"
1289,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:22:36+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,中国央行逆回购操作当日净投放2110亿元,金十数据3月26日讯，中国央行今日开展2240亿元7天期逆回购操作，因今日有130亿元7天期逆回购到期，当日实现净投放2110亿元。看公开市场资金流向，到“数据库-中国央行数据”查看>>,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258093, ""小幅利好黄金"": 0.24255, ""小幅利空黄金"": 0.244492, ""大幅利空黄金"": 0.254865}"
1330,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:22:10+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,general,港股开盘：恒生指数低开0.27%，恒生科技指数低开0.68%,港股开盘，恒生指数低开0.27%，恒生科技指数低开0.68%。古茗高开5.34%，2025年净利润同比增长110.3%。快手-W低开9.71%，公司预计2026年资本支出达260亿元。,https://news.10jqka.com.cn/20260326/c675555004.shtml,,4,低,低可信表态词命中1个,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.257985, ""小幅利好黄金"": 0.242677, ""小幅利空黄金"": 0.244385, ""大幅利空黄金"": 0.254952}"
1331,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:21:57+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,general,央行进行2240亿元7天期逆回购操作,央行公告，2026年3月26日，中国人民银行以固定利率、数量招标方式开展了2240亿元7天期逆回购操作，操作利率为1.40%，投标量与中标量均为2240亿元。同花顺iFinD数据显示，今日有130亿元7天期逆回购到期。,https://news.10jqka.com.cn/20260326/c675554992.shtml,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258152, ""小幅利好黄金"": 0.242449, ""小幅利空黄金"": 0.244421, ""大幅利空黄金"": 0.254978}"
1290,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:21:12+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,香港恒生指数3月26日（周四）开盘下跌68.79点，跌幅0.27%，报25267.16点；<br/>香港恒生科技指数3月26日（周四）开盘下跌33.39点，跌幅0.68%，报4889.55点；<br/...,香港恒生指数3月26日（周四）开盘下跌68.79点，跌幅0.27%，报25267.16点； 香港恒生科技指数3月26日（周四）开盘下跌33.39点，跌幅0.68%，报4889.55点； 国企指数3月26日（周四）开盘下跌34.92点，跌幅0.41%，报8547.82点； 红筹指数3月26日（周四）开盘上涨14.33点，涨幅0.34%，报4226.15点。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.257999, ""小幅利好黄金"": 0.242625, ""小幅利空黄金"": 0.244464, ""大幅利空黄金"": 0.254912}"
1291,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:21:07+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,港股开盘，恒指开跌0.27%，科指开跌0.68%；快手跌超9.5%，宁德时代(03750.HK)跌超2.5%，中通快递(02057.HK)跌超2%；京东(09618.HK)涨2.5%。,港股开盘，恒指开跌0.27%，科指开跌0.68%；快手跌超9.5%，宁德时代(03750.HK)跌超2.5%，中通快递(02057.HK)跌超2%；京东(09618.HK)涨2.5%。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258072, ""小幅利好黄金"": 0.242645, ""小幅利空黄金"": 0.244436, ""大幅利空黄金"": 0.254847}"
1332,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:20:46+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,general,财政部部长蓝佛安会见香港特区政府财政司司长陈茂波,2026年3月22日，蓝佛安部长在北京会见香港特别行政区政府财政司司长陈茂波。双方就国家“十五五”规划、全球经济形势、加强内地与香港财金合作等问题交换了意见。（财政部）,https://news.10jqka.com.cn/20260326/c675554973.shtml,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258057, ""小幅利好黄金"": 0.242607, ""小幅利空黄金"": 0.244336, ""大幅利空黄金"": 0.255001}"
1292,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:20:44+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,中国央行：今日开展2240亿元7天逆回购操作，投标量2240亿元，中标量2240亿元，操作利率为1.40%，与此前持平。,中国央行：今日开展2240亿元7天逆回购操作，投标量2240亿元，中标量2240亿元，操作利率为1.40%，与此前持平。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258073, ""小幅利好黄金"": 0.242659, ""小幅利空黄金"": 0.244384, ""大幅利空黄金"": 0.254884}"
1293,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:20:30+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,《旅游绿皮书》发布 “十五五”时期我国文旅融合将实现层级跃升,金十数据3月26日讯，中国社会科学院旅游研究中心今天（26日）发布《旅游绿皮书：2025~2026年中国旅游发展分析与预测》，通过1篇总报告和20篇专题报告对2025~2026年中国旅游发展进行了透视和前瞻。绿皮书指出，2025年以来，文旅融合、数智赋能、赛事经济、入境旅游成为释放旅游发展潜力的重要支点，随着游客群体代际更迭和消费心理变化，旅游早已跳出“走马观花”的简单观光模式，升级为融合文化认知、情感共鸣与价值认同的复合型体验。展望“十五五”期间，游客对文化参与、体验深度、艺术表达和数字演绎的要求将进一步提高，沉浸式、情感化、互动式体验，将成为吸引游客的核心竞争力。以“体验感”为主导的游客需求将继续引领旅游市场更新迭代，文旅融合将实现层级跃升。,,,3,低,利空词命中1个；地缘紧张升级，降分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258104, ""小幅利好黄金"": 0.24257, ""小幅利空黄金"": 0.244356, ""大幅利空黄金"": 0.254971}"
1294,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:20:00+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,财政部副部长廖岷会见国际货币基金组织第一副总裁卡茨,金十数据3月26日讯，2026年3月22日下午，财政部副部长廖岷在部外会见国际货币基金组织（IMF）第一副总裁卡茨，双方就全球和中国经济形势、产业政策、中国与IMF合作等议题交换了意见。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258008, ""小幅利好黄金"": 0.242579, ""小幅利空黄金"": 0.244388, ""大幅利空黄金"": 0.255025}"
1333,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:19:51+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,general,上一交易日ETF两市融资融券余额1186.41亿元,截至3月25日，ETF两市融资融券余额1186.41亿元，分类型来看，股票型ETF两融余额656.69亿元，债券型ETF两融余额92.64亿元，商品型ETF两融余额148.44亿元，QDII型ETF两融余额288.64亿元。其中，两融余额最高的非货币型ETF分别是华安黄金ETF（518880）、易方达黄金ETF（159934）、国泰中证全指证券公司ETF（512880），两融余额分别为69.06亿元、42.18亿元、41.37亿元。,https://news.10jqka.com.cn/20260326/c675554959.shtml,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258132, ""小幅利好黄金"": 0.242471, ""小幅利空黄金"": 0.244386, ""大幅利空黄金"": 0.25501}"
1296,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:18:42+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,日本2年期国债收益率升至1.315%，创1996年以来新高。,日本2年期国债收益率升至1.315%，创1996年以来新高。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258188, ""小幅利好黄金"": 0.242545, ""小幅利空黄金"": 0.244337, ""大幅利空黄金"": 0.25493}"
1297,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:16:43+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,人民币兑美元中间价较上日调降145点至6.9056，降幅创2024年11月11日以来最大。,人民币兑美元中间价较上日调降145点至6.9056，降幅创2024年11月11日以来最大。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258005, ""小幅利好黄金"": 0.242658, ""小幅利空黄金"": 0.244439, ""大幅利空黄金"": 0.254897}"
1298,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:16:25+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,2026年3月26日银行间外汇市场人民币汇率中间价,美元/人民币报6.9056，上调（人民币贬值）145点 ； 欧元/人民币报7.9798，下调210点； 港元/人民币报0.88357，上调26.5点； 英镑/人民币报9.2285，下调141点； 澳元/人民币报4.7958，下调229点； 加元/人民币报5.0009，下调36点； 100日元/人民币报4.3337，下调57点； 人民币/俄罗斯卢布报11.7287，上调429点； 新西兰元/人民币报4.0104，下调88点； 人民币/林吉特报0.57411，上调6.8点； 瑞士法郎/人民币报8.7262，下调156点； 新加坡元/人民币报5.3876，下调32点。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.257999, ""小幅利好黄金"": 0.242744, ""小幅利空黄金"": 0.244413, ""大幅利空黄金"": 0.254844}"
1299,2026-03-26T09:54:41.212446+08:00,2026-03-26T01:16:09+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,general,恒指期货日盘开盘跌0.65%，报25207点，低水131点。,恒指期货日盘开盘跌0.65%，报25207点，低水131点。,,,5,中,未命中明显风险词，按基础分,5.51,大幅利好黄金,ml-cls-manual-20260326T123602.492449+0800,2026-03-26T12:43:05.537594+08:00,"{""大幅利好黄金"": 0.258102, ""小幅利好黄金"": 0.242612, ""小幅利空黄金"": 0.244271, ""大幅利空黄金"": 0.255015}"
